scan_index,split,laz_relative_path_original,laz_relative_path_normalized,acquisition_folder,laz_filename
82,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+100_12+150.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+100_12+150.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+100_12+150.laz
83,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+150_12+200.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+150_12+200.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+150_12+200.laz
84,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+200_12+250.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+200_12+250.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+200_12+250.laz
85,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+250_12+300.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+250_12+300.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+250_12+300.laz
86,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+300_12+350.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+300_12+350.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+300_12+350.laz
87,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+350_12+400.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+350_12+400.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+350_12+400.laz
88,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+400_12+450.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+400_12+450.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+400_12+450.laz
89,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+450_12+500.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+450_12+500.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+450_12+500.laz
90,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+500_12+550.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+500_12+550.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+500_12+550.laz
91,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+550_12+600.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+550_12+600.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+550_12+600.laz
92,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+600_12+650.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+600_12+650.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+600_12+650.laz
93,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+650_12+700.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+650_12+700.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+650_12+700.laz
94,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+700_12+750.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+700_12+750.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+700_12+750.laz
95,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+750_12+800.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+750_12+800.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+750_12+800.laz
96,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+800_12+850.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+800_12+850.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+800_12+850.laz
97,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+850_12+900.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+850_12+900.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+850_12+900.laz
98,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+900_12+950.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+900_12+950.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+900_12+950.laz
99,test,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_12+950_13+000.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_12+950_13+000.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_12+950_13+000.laz
100,test,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+000_13+050.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+000_13+050.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+000_13+050.laz
101,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+050_13+100.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+050_13+100.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+050_13+100.laz
102,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+100_13+150.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+100_13+150.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+100_13+150.laz
103,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+150_13+200.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+150_13+200.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+150_13+200.laz
104,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+200_13+250.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+200_13+250.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+200_13+250.laz
105,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+250_13+300.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+250_13+300.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+250_13+300.laz
106,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+300_13+350.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+300_13+350.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+300_13+350.laz
107,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+350_13+400.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+350_13+400.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+350_13+400.laz
108,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+400_13+450.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+400_13+450.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+400_13+450.laz
109,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+450_13+500.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+450_13+500.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+450_13+500.laz
110,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+500_13+550.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+500_13+550.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+500_13+550.laz
111,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+550_13+600.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+550_13+600.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+550_13+600.laz
112,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+600_13+650.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+600_13+650.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+600_13+650.laz
113,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+650_13+700.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+650_13+700.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+650_13+700.laz
114,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+700_13+750.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+700_13+750.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+700_13+750.laz
115,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+750_13+800.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+750_13+800.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+750_13+800.laz
116,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+800_13+850.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+800_13+850.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+800_13+850.laz
117,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+850_13+900.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+850_13+900.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+850_13+900.laz
118,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+900_13+950.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+900_13+950.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+900_13+950.laz
119,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_13+950_14+000.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_13+950_14+000.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_13+950_14+000.laz
120,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+000_14+050.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+000_14+050.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+000_14+050.laz
121,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+050_14+100.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+050_14+100.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+050_14+100.laz
122,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+100_14+150.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+100_14+150.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+100_14+150.laz
123,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+150_14+200.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+150_14+200.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+150_14+200.laz
124,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+200_14+250.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+200_14+250.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+200_14+250.laz
125,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+250_14+300.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+250_14+300.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+250_14+300.laz
126,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+300_14+350.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+300_14+350.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+300_14+350.laz
127,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+350_14+400.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+350_14+400.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+350_14+400.laz
128,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+400_14+450.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+400_14+450.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+400_14+450.laz
129,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+450_14+500.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+450_14+500.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+450_14+500.laz
130,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+500_14+550.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+500_14+550.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+500_14+550.laz
131,test,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+550_14+600.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+550_14+600.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+550_14+600.laz
132,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+600_14+650.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+600_14+650.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+600_14+650.laz
133,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+650_14+700.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+650_14+700.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+650_14+700.laz
134,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+700_14+750.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+700_14+750.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+700_14+750.laz
135,test,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+750_14+800.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+750_14+800.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+750_14+800.laz
136,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+800_14+850.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+800_14+850.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+800_14+850.laz
137,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+850_14+900.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+850_14+900.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+850_14+900.laz
138,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+900_14+950.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+900_14+950.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+900_14+950.laz
139,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_14+950_15+000.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_14+950_15+000.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_14+950_15+000.laz
140,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+000_15+050.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+000_15+050.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+000_15+050.laz
141,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+050_15+100.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+050_15+100.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+050_15+100.laz
142,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+100_15+150.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+100_15+150.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+100_15+150.laz
143,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+150_15+200.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+150_15+200.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+150_15+200.laz
144,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+200_15+250.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+200_15+250.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+200_15+250.laz
145,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+250_15+300.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+250_15+300.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+250_15+300.laz
146,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+300_15+350.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+300_15+350.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+300_15+350.laz
147,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+350_15+400.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+350_15+400.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+350_15+400.laz
148,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+400_15+450.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+400_15+450.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+400_15+450.laz
149,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+450_15+500.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+450_15+500.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+450_15+500.laz
150,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+500_15+550.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+500_15+550.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+500_15+550.laz
151,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+550_15+600.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+550_15+600.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+550_15+600.laz
152,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+600_15+650.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+600_15+650.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+600_15+650.laz
153,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+650_15+700.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+650_15+700.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+650_15+700.laz
154,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+700_15+750.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+700_15+750.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+700_15+750.laz
155,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+750_15+800.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+750_15+800.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+750_15+800.laz
156,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+800_15+850.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+800_15+850.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+800_15+850.laz
157,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+850_15+900.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+850_15+900.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+850_15+900.laz
158,valid,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+900_15+950.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+900_15+950.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+900_15+950.laz
159,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_15+950_16+000.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_15+950_16+000.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_15+950_16+000.laz
160,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_16+000_16+050.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_16+000_16+050.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_16+000_16+050.laz
161,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_16+050_16+100.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_16+050_16+100.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_16+050_16+100.laz
162,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_16+100_16+150.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_16+100_16+150.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_16+100_16+150.laz
163,test,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_16+150_16+200.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_16+150_16+200.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_16+150_16+200.laz
164,train,\ACQ_242_Aulnoye_Busigny\Nuage\ACQ_242_Aulnoye_Busigny_F_16+200_16+250.laz,ACQ_242_Aulnoye_Busigny/Nuage/ACQ_242_Aulnoye_Busigny_F_16+200_16+250.laz,ACQ_242_Aulnoye_Busigny,ACQ_242_Aulnoye_Busigny_F_16+200_16+250.laz
